epoch,loss_train,acc_train,loss_val,acc_val
1,1.9427073001861572,0.09821428571428571,1.325411081314087,0.6964285714285714
2,1.3590084314346313,0.6502976190476191,1.128368616104126,0.6755952380952381
3,1.1401002407073975,0.6815476190476191,1.046528935432434,0.6815476190476191
4,1.1187883615493774,0.6264880952380952,1.0793060064315796,0.6130952380952381
5,1.0483336448669434,0.6577380952380952,0.9410896301269531,0.7038690476190477
6,1.070433497428894,0.6711309523809523,1.095990538597107,0.6235119047619048
7,0.9172413945198059,0.7038690476190477,0.7845205664634705,0.7485119047619048
8,0.8928995728492737,0.7217261904761905,1.001369595527649,0.6622023809523809
9,0.8101145625114441,0.7395833333333334,0.7065355181694031,0.7752976190476191
10,0.7763947248458862,0.7663690476190477,0.8774451017379761,0.7068452380952381
11,0.7154039144515991,0.7648809523809523,0.6579136848449707,0.7872023809523809
12,0.6908095479011536,0.8020833333333334,0.8009347319602966,0.7366071428571429
13,0.6571054458618164,0.7916666666666666,0.6384997367858887,0.8065476190476191
14,0.6390103101730347,0.8154761904761905,0.7519344091415405,0.7455357142857143
15,0.6180272102355957,0.8169642857142857,0.6323891878128052,0.8080357142857143
16,0.6035643815994263,0.8303571428571429,0.71755450963974,0.7693452380952381
17,0.5888766050338745,0.8303571428571429,0.6325117349624634,0.8125
18,0.5771270394325256,0.84375,0.6926878690719604,0.7842261904761905
19,0.5660262703895569,0.8333333333333334,0.6351675391197205,0.8095238095238095
20,0.5564358830451965,0.8497023809523809,0.6749392151832581,0.7931547619047619
21,0.5475795865058899,0.8377976190476191,0.6381865739822388,0.8065476190476191
22,0.539587140083313,0.84375,0.6625980734825134,0.7976190476190477
23,0.5321751832962036,0.8422619047619048,0.6404399275779724,0.8035714285714286
24,0.5253002643585205,0.8467261904761905,0.6542208790779114,0.8005952380952381
25,0.5188443064689636,0.8467261904761905,0.6415755152702332,0.8035714285714286
26,0.5127528309822083,0.8482142857142857,0.6486197113990784,0.8020833333333334
27,0.5069699883460999,0.8482142857142857,0.6417239308357239,0.8035714285714286
28,0.5014591217041016,0.8511904761904762,0.6448767185211182,0.8020833333333334
29,0.49619060754776,0.8526785714285714,0.641211986541748,0.8035714285714286
30,0.4911419153213501,0.8526785714285714,0.642329216003418,0.8020833333333334
31,0.486294686794281,0.8541666666666666,0.6403651833534241,0.8050595238095238
32,0.48163390159606934,0.8571428571428571,0.6405314803123474,0.8065476190476191
33,0.47714659571647644,0.8586309523809523,0.639419674873352,0.8065476190476191
34,0.4728213846683502,0.8586309523809523,0.639205276966095,0.8035714285714286
